T00009;27/12/2023;14:58:34;392797
T00009;28/12/2023;00:12:27;393283
T00391;27/12/2023;15:25:08;392845
T00391;28/12/2023;00:05:14;393199
T00487;27/12/2023;15:52:03;393038
T00487;28/12/2023;00:11:57;393277
T00508;27/12/2023;15:25:55;392848
T00508;28/12/2023;00:07:42;393202
T00867;27/12/2023;15:40:43;392906
T00867;28/12/2023;00:11:32;393264
T00881;27/12/2023;15:45:38;392992
T00881;28/12/2023;00:11:39;393268
T00920;27/12/2023;14:43:26;392788
T00920;28/12/2023;00:08:03;393211
T00921;27/12/2023;15:36:47;392891
T00921;28/12/2023;00:11:16;393258
T00931;27/12/2023;15:38:09;392900
T00931;28/12/2023;00:08:34;393220
T00936;27/12/2023;15:45:50;392996
T00936;28/12/2023;00:11:29;393263
T00938;27/12/2023;15:17:58;392830
T00938;28/12/2023;00:09:04;393228
T00945;27/12/2023;15:39:36;392903
T00945;28/12/2023;00:08:38;393221
T00950;27/12/2023;15:36:25;392887
T00950;28/12/2023;00:07:45;393203
T00977;27/12/2023;15:35:07;392884
T00977;28/12/2023;00:10:12;393236
T00982;27/12/2023;15:45:15;392979
T00982;28/12/2023;00:10:02;393232
T00986;27/12/2023;15:12:02;392810
T00986;28/12/2023;00:10:31;393241
T00997;27/12/2023;15:46:41;393008
T00997;28/12/2023;00:10:18;393238
T00999;27/12/2023;15:52:05;393039
T00999;28/12/2023;00:10:04;393233
T01026;27/12/2023;15:43:16;392934
T01026;28/12/2023;00:08:11;393215
T01029;27/12/2023;15:51:29;393032
T01029;28/12/2023;00:10:59;393252
T01030;27/12/2023;16:53:34;393122
T01030;28/12/2023;00:11:49;393274
